day_type,hour,dteday,sum_cnt,mean_cnt,min_cnt,max_cnt
Weekend,4,2011-09-17,5,5.0,5,5
Weekend,4,2011-09-18,1,1.0,1,1
Weekend,4,2011-09-24,8,8.0,8,8
Weekend,4,2011-09-25,8,8.0,8,8
Weekend,4,2011-10-01,8,8.0,8,8
Weekend,4,2011-10-02,7,7.0,7,7
Weekend,4,2011-10-08,10,10.0,10,10
Weekend,4,2011-10-09,14,14.0,14,14
Weekend,4,2011-10-15,6,6.0,6,6
Weekend,4,2011-10-16,12,12.0,12,12
Weekend,4,2011-10-22,8,8.0,8,8
Weekend,4,2011-10-23,6,6.0,6,6
Weekend,4,2011-10-29,1,1.0,1,1
Weekend,4,2011-10-30,11,11.0,11,11
Weekend,4,2011-11-05,8,8.0,8,8
Weekend,4,2011-11-06,6,6.0,6,6
Weekend,4,2011-11-12,7,7.0,7,7
Weekend,4,2011-11-13,6,6.0,6,6
Weekend,4,2011-11-19,8,8.0,8,8
Weekend,4,2011-11-20,12,12.0,12,12
Weekend,4,2011-11-26,4,4.0,4,4
Weekend,4,2011-11-27,4,4.0,4,4
Weekend,4,2011-12-03,8,8.0,8,8
Weekend,4,2011-12-04,11,11.0,11,11
Weekend,4,2011-12-10,3,3.0,3,3
Weekend,4,2011-12-11,5,5.0,5,5
Weekend,4,2011-12-17,9,9.0,9,9
Weekend,4,2011-12-18,1,1.0,1,1
Weekend,4,2011-12-24,3,3.0,3,3
Weekend,4,2011-12-31,10,10.0,10,10
Weekend,4,2012-01-01,8,8.0,8,8
Weekend,4,2012-01-07,10,10.0,10,10
Weekend,4,2012-01-08,6,6.0,6,6
Weekend,4,2012-01-14,3,3.0,3,3
Weekend,4,2012-01-15,6,6.0,6,6
Weekend,4,2012-01-21,1,1.0,1,1
Weekend,4,2012-01-22,2,2.0,2,2
Weekend,4,2012-01-28,8,8.0,8,8
Weekend,4,2012-01-29,5,5.0,5,5
Weekend,4,2012-02-04,6,6.0,6,6
Weekend,4,2012-02-05,9,9.0,9,9
Weekend,4,2012-02-11,4,4.0,4,4
Weekend,4,2012-02-12,1,1.0,1,1
Weekend,4,2012-02-18,7,7.0,7,7
Weekend,4,2012-02-19,3,3.0,3,3
Weekend,4,2012-02-25,2,2.0,2,2
Weekend,4,2012-02-26,6,6.0,6,6
Weekend,4,2012-03-03,2,2.0,2,2
Weekend,4,2012-03-04,14,14.0,14,14
Weekend,4,2012-03-10,4,4.0,4,4
Weekend,4,2012-03-11,22,22.0,22,22
Weekend,4,2012-03-17,2,2.0,2,2
Weekend,4,2012-03-18,14,14.0,14,14
Weekend,4,2012-03-24,7,7.0,7,7
Weekend,4,2012-03-25,8,8.0,8,8
Weekend,4,2012-03-31,8,8.0,8,8
Weekend,4,2012-04-01,12,12.0,12,12
Weekend,4,2012-04-07,7,7.0,7,7
Weekend,4,2012-04-08,7,7.0,7,7
Weekend,4,2012-04-14,14,14.0,14,14
Weekend,4,2012-04-15,12,12.0,12,12
Weekend,4,2012-04-21,9,9.0,9,9
Weekend,4,2012-04-22,7,7.0,7,7
Weekend,4,2012-04-28,2,2.0,2,2
Weekend,4,2012-04-29,4,4.0,4,4
Weekend,4,2012-05-05,9,9.0,9,9
Weekend,4,2012-05-06,16,16.0,16,16
Weekend,4,2012-05-12,9,9.0,9,9
Weekend,4,2012-05-13,9,9.0,9,9
Weekend,4,2012-05-19,14,14.0,14,14
Weekend,4,2012-05-20,16,16.0,16,16
Weekend,4,2012-05-26,2,2.0,2,2
Weekend,4,2012-05-27,11,11.0,11,11
Weekend,4,2012-06-02,13,13.0,13,13
Weekend,4,2012-06-03,13,13.0,13,13
Weekend,4,2012-06-09,8,8.0,8,8
Weekend,4,2012-06-10,10,10.0,10,10
Weekend,4,2012-06-16,8,8.0,8,8
Weekend,4,2012-06-17,18,18.0,18,18
Weekend,4,2012-06-23,19,19.0,19,19
Weekend,4,2012-06-24,13,13.0,13,13
Weekend,4,2012-06-30,18,18.0,18,18
Weekend,4,2012-07-01,4,4.0,4,4
Weekend,4,2012-07-07,16,16.0,16,16
Weekend,4,2012-07-08,13,13.0,13,13
Weekend,4,2012-07-14,9,9.0,9,9
Weekend,4,2012-07-15,19,19.0,19,19
Weekend,4,2012-07-21,16,16.0,16,16
Weekend,4,2012-07-22,16,16.0,16,16
Weekend,4,2012-07-28,11,11.0,11,11
Weekend,4,2012-07-29,13,13.0,13,13
Weekend,4,2012-08-04,13,13.0,13,13
Weekend,4,2012-08-05,14,14.0,14,14
Weekend,4,2012-08-11,10,10.0,10,10
Weekend,4,2012-08-12,10,10.0,10,10
Weekend,4,2012-08-18,13,13.0,13,13
Weekend,4,2012-08-19,26,26.0,26,26
Weekend,4,2012-08-25,12,12.0,12,12
Weekend,4,2012-08-26,16,16.0,16,16
Weekend,4,2012-09-01,12,12.0,12,12
Weekend,4,2012-09-02,22,22.0,22,22
Weekend,4,2012-09-08,11,11.0,11,11
Weekend,4,2012-09-09,28,28.0,28,28
Weekend,4,2012-09-15,6,6.0,6,6
Weekend,4,2012-09-16,8,8.0,8,8
Weekend,4,2012-09-22,15,15.0,15,15
Weekend,4,2012-09-23,10,10.0,10,10
Weekend,4,2012-09-29,14,14.0,14,14
Weekend,4,2012-09-30,7,7.0,7,7
Weekend,4,2012-10-06,11,11.0,11,11
Weekend,4,2012-10-07,11,11.0,11,11
Weekend,4,2012-10-13,11,11.0,11,11
Weekend,4,2012-10-14,12,12.0,12,12
Weekend,4,2012-10-20,18,18.0,18,18
Weekend,4,2012-10-21,21,21.0,21,21
Weekend,4,2012-10-27,13,13.0,13,13
Weekend,4,2012-10-28,20,20.0,20,20
Weekend,4,2012-11-03,16,16.0,16,16
Weekend,4,2012-11-04,9,9.0,9,9
Weekend,4,2012-11-10,6,6.0,6,6
Weekend,4,2012-11-11,11,11.0,11,11
Weekend,4,2012-11-17,7,7.0,7,7
Weekend,4,2012-11-18,12,12.0,12,12
Weekend,4,2012-11-24,3,3.0,3,3
Weekend,4,2012-11-25,2,2.0,2,2
Weekend,4,2012-12-01,5,5.0,5,5
Weekend,4,2012-12-02,7,7.0,7,7
Weekend,4,2012-12-08,12,12.0,12,12
Weekend,4,2012-12-09,12,12.0,12,12
Weekend,4,2012-12-15,6,6.0,6,6
Weekend,4,2012-12-16,11,11.0,11,11
Weekend,4,2012-12-22,5,5.0,5,5
Weekend,4,2012-12-23,4,4.0,4,4
Weekend,4,2012-12-29,3,3.0,3,3
Weekend,4,2012-12-30,7,7.0,7,7
Weekend,5,2011-01-01,1,1.0,1,1
Weekend,5,2011-01-08,5,5.0,5,5
Weekend,5,2011-01-09,1,1.0,1,1
Weekend,5,2011-01-15,1,1.0,1,1
Weekend,5,2011-01-16,2,2.0,2,2
Weekend,5,2011-01-23,3,3.0,3,3
Weekend,5,2011-01-30,3,3.0,3,3
Weekend,5,2011-02-05,9,9.0,9,9
Weekend,5,2011-02-06,1,1.0,1,1
Weekend,5,2011-02-12,1,1.0,1,1
Weekend,5,2011-02-19,3,3.0,3,3
Weekend,5,2011-02-26,10,10.0,10,10
Weekend,5,2011-03-05,3,3.0,3,3
Weekend,5,2011-03-12,2,2.0,2,2
Weekend,5,2011-03-13,3,3.0,3,3
Weekend,5,2011-03-19,2,2.0,2,2
Weekend,5,2011-03-20,9,9.0,9,9
Weekend,5,2011-03-26,8,8.0,8,8
Weekend,5,2011-04-02,5,5.0,5,5
Weekend,5,2011-04-03,5,5.0,5,5
Weekend,5,2011-04-09,5,5.0,5,5
Weekend,5,2011-04-10,4,4.0,4,4
Weekend,5,2011-04-16,4,4.0,4,4
Weekend,5,2011-04-17,3,3.0,3,3
Weekend,5,2011-04-23,7,7.0,7,7
Weekend,5,2011-04-24,12,12.0,12,12
Weekend,5,2011-04-30,7,7.0,7,7
Weekend,5,2011-05-01,10,10.0,10,10
Weekend,5,2011-05-07,7,7.0,7,7
Weekend,5,2011-05-08,5,5.0,5,5
Weekend,5,2011-05-14,14,14.0,14,14
Weekend,5,2011-05-15,14,14.0,14,14
Weekend,5,2011-05-21,5,5.0,5,5
Weekend,5,2011-05-22,6,6.0,6,6
Weekend,5,2011-05-28,7,7.0,7,7
Weekend,5,2011-05-29,6,6.0,6,6
Weekend,5,2011-06-04,8,8.0,8,8
Weekend,5,2011-06-05,6,6.0,6,6
Weekend,5,2011-06-11,16,16.0,16,16
Weekend,5,2011-06-12,10,10.0,10,10
Weekend,5,2011-06-18,7,7.0,7,7
Weekend,5,2011-06-19,19,19.0,19,19
Weekend,5,2011-06-25,14,14.0,14,14
Weekend,5,2011-06-26,12,12.0,12,12
Weekend,5,2011-07-02,14,14.0,14,14
Weekend,5,2011-07-03,1,1.0,1,1
Weekend,5,2011-07-09,15,15.0,15,15
Weekend,5,2011-07-10,17,17.0,17,17
Weekend,5,2011-07-16,10,10.0,10,10
Weekend,5,2011-07-17,12,12.0,12,12
Weekend,5,2011-07-23,7,7.0,7,7
Weekend,5,2011-07-24,8,8.0,8,8
Weekend,5,2011-07-30,13,13.0,13,13
Weekend,5,2011-07-31,8,8.0,8,8
Weekend,5,2011-08-06,6,6.0,6,6
Weekend,5,2011-08-07,5,5.0,5,5
Weekend,5,2011-08-13,18,18.0,18,18
Weekend,5,2011-08-14,10,10.0,10,10
Weekend,5,2011-08-20,8,8.0,8,8
Weekend,5,2011-08-21,8,8.0,8,8
Weekend,5,2011-08-27,12,12.0,12,12
Weekend,5,2011-09-03,12,12.0,12,12
Weekend,5,2011-09-04,6,6.0,6,6
Weekend,5,2011-09-10,8,8.0,8,8
Weekend,5,2011-09-11,39,39.0,39,39
Weekend,5,2011-09-17,5,5.0,5,5
Weekend,5,2011-09-18,6,6.0,6,6
Weekend,5,2011-09-24,5,5.0,5,5
Weekend,5,2011-09-25,3,3.0,3,3
Weekend,5,2011-10-01,5,5.0,5,5
Weekend,5,2011-10-02,7,7.0,7,7
Weekend,5,2011-10-08,8,8.0,8,8
Weekend,5,2011-10-09,15,15.0,15,15
Weekend,5,2011-10-15,7,7.0,7,7
Weekend,5,2011-10-16,7,7.0,7,7
Weekend,5,2011-10-22,8,8.0,8,8
Weekend,5,2011-10-23,3,3.0,3,3
Weekend,5,2011-10-29,1,1.0,1,1
Weekend,5,2011-10-30,4,4.0,4,4
Weekend,5,2011-11-05,2,2.0,2,2
Weekend,5,2011-11-06,5,5.0,5,5
Weekend,5,2011-11-12,4,4.0,4,4
Weekend,5,2011-11-13,5,5.0,5,5
Weekend,5,2011-11-19,2,2.0,2,2
Weekend,5,2011-11-20,4,4.0,4,4
Weekend,5,2011-11-26,3,3.0,3,3
Weekend,5,2011-11-27,5,5.0,5,5
Weekend,5,2011-12-03,6,6.0,6,6
Weekend,5,2011-12-04,4,4.0,4,4
Weekend,5,2011-12-10,6,6.0,6,6
Weekend,5,2011-12-11,6,6.0,6,6
Weekend,5,2011-12-17,9,9.0,9,9
Weekend,5,2011-12-18,5,5.0,5,5
Weekend,5,2011-12-24,4,4.0,4,4
Weekend,5,2011-12-25,1,1.0,1,1
Weekend,5,2011-12-31,1,1.0,1,1
Weekend,5,2012-01-01,5,5.0,5,5
Weekend,5,2012-01-07,9,9.0,9,9
Weekend,5,2012-01-08,2,2.0,2,2
Weekend,5,2012-01-14,4,4.0,4,4
Weekend,5,2012-01-15,5,5.0,5,5
Weekend,5,2012-01-21,2,2.0,2,2
Weekend,5,2012-01-22,3,3.0,3,3
Weekend,5,2012-01-28,10,10.0,10,10
Weekend,5,2012-01-29,7,7.0,7,7
Weekend,5,2012-02-04,4,4.0,4,4
Weekend,5,2012-02-05,4,4.0,4,4
Weekend,5,2012-02-11,2,2.0,2,2
Weekend,5,2012-02-12,3,3.0,3,3
Weekend,5,2012-02-18,1,1.0,1,1
Weekend,5,2012-02-19,2,2.0,2,2
Weekend,5,2012-02-25,3,3.0,3,3
Weekend,5,2012-02-26,5,5.0,5,5
Weekend,5,2012-03-03,2,2.0,2,2
Weekend,5,2012-03-04,5,5.0,5,5
Weekend,5,2012-03-10,10,10.0,10,10
Weekend,5,2012-03-11,7,7.0,7,7
Weekend,5,2012-03-17,8,8.0,8,8
Weekend,5,2012-03-18,6,6.0,6,6
Weekend,5,2012-03-24,4,4.0,4,4
Weekend,5,2012-03-25,6,6.0,6,6
Weekend,5,2012-03-31,5,5.0,5,5
Weekend,5,2012-04-01,18,18.0,18,18
Weekend,5,2012-04-07,2,2.0,2,2
Weekend,5,2012-04-08,12,12.0,12,12
Weekend,5,2012-04-14,7,7.0,7,7
Weekend,5,2012-04-15,10,10.0,10,10
Weekend,5,2012-04-21,1,1.0,1,1
Weekend,5,2012-04-22,6,6.0,6,6
Weekend,5,2012-04-28,5,5.0,5,5
Weekend,5,2012-04-29,6,6.0,6,6
Weekend,5,2012-05-05,22,22.0,22,22
Weekend,5,2012-05-06,11,11.0,11,11
Weekend,5,2012-05-12,13,13.0,13,13
Weekend,5,2012-05-13,12,12.0,12,12
Weekend,5,2012-05-19,12,12.0,12,12
Weekend,5,2012-05-20,8,8.0,8,8
Weekend,5,2012-05-26,10,10.0,10,10
Weekend,5,2012-05-27,7,7.0,7,7
Weekend,5,2012-06-02,12,12.0,12,12
Weekend,5,2012-06-03,12,12.0,12,12
Weekend,5,2012-06-09,19,19.0,19,19
Weekend,5,2012-06-10,13,13.0,13,13
Weekend,5,2012-06-16,23,23.0,23,23
Weekend,5,2012-06-17,17,17.0,17,17
Weekend,5,2012-06-23,12,12.0,12,12
Weekend,5,2012-06-24,8,8.0,8,8
Weekend,5,2012-06-30,10,10.0,10,10
Weekend,5,2012-07-01,10,10.0,10,10
Weekend,5,2012-07-07,14,14.0,14,14
Weekend,5,2012-07-08,6,6.0,6,6
Weekend,5,2012-07-14,5,5.0,5,5
Weekend,5,2012-07-15,9,9.0,9,9
Weekend,5,2012-07-21,17,17.0,17,17
Weekend,5,2012-07-22,6,6.0,6,6
Weekend,5,2012-07-28,14,14.0,14,14
Weekend,5,2012-07-29,17,17.0,17,17
Weekend,5,2012-08-04,17,17.0,17,17
Weekend,5,2012-08-05,19,19.0,19,19
Weekend,5,2012-08-11,11,11.0,11,11
Weekend,5,2012-08-12,10,10.0,10,10
Weekend,5,2012-08-18,9,9.0,9,9
Weekend,5,2012-08-19,11,11.0,11,11
Weekend,5,2012-08-25,14,14.0,14,14
Weekend,5,2012-08-26,16,16.0,16,16
Weekend,5,2012-09-01,22,22.0,22,22
Weekend,5,2012-09-02,12,12.0,12,12
Weekend,5,2012-09-08,15,15.0,15,15
Weekend,5,2012-09-09,55,55.0,55,55
Weekend,5,2012-09-15,16,16.0,16,16
Weekend,5,2012-09-16,13,13.0,13,13
Weekend,5,2012-09-22,17,17.0,17,17
Weekend,5,2012-09-23,6,6.0,6,6
Weekend,5,2012-09-29,15,15.0,15,15
Weekend,5,2012-09-30,10,10.0,10,10
Weekend,5,2012-10-06,10,10.0,10,10
Weekend,5,2012-10-07,10,10.0,10,10
Weekend,5,2012-10-13,11,11.0,11,11
Weekend,5,2012-10-14,11,11.0,11,11
Weekend,5,2012-10-20,13,13.0,13,13
Weekend,5,2012-10-21,10,10.0,10,10
Weekend,5,2012-10-27,9,9.0,9,9
Weekend,5,2012-10-28,28,28.0,28,28
Weekend,5,2012-11-03,9,9.0,9,9
Weekend,5,2012-11-04,5,5.0,5,5
Weekend,5,2012-11-10,10,10.0,10,10
Weekend,5,2012-11-11,12,12.0,12,12
Weekend,5,2012-11-17,11,11.0,11,11
Weekend,5,2012-11-18,12,12.0,12,12
Weekend,5,2012-11-24,3,3.0,3,3
Weekend,5,2012-11-25,3,3.0,3,3
Weekend,5,2012-12-01,13,13.0,13,13
Weekend,5,2012-12-02,8,8.0,8,8
Weekend,5,2012-12-08,6,6.0,6,6
Weekend,5,2012-12-09,8,8.0,8,8
Weekend,5,2012-12-15,3,3.0,3,3
Weekend,5,2012-12-16,9,9.0,9,9
Weekend,5,2012-12-22,5,5.0,5,5
Weekend,5,2012-12-23,6,6.0,6,6
Weekend,5,2012-12-29,3,3.0,3,3
Weekend,5,2012-12-30,2,2.0,2,2
Weekend,6,2011-01-01,2,2.0,2,2
Weekend,6,2011-01-02,2,2.0,2,2
Weekend,6,2011-01-08,2,2.0,2,2
Weekend,6,2011-01-09,1,1.0,1,1
Weekend,6,2011-01-15,3,3.0,3,3
Weekend,6,2011-01-16,1,1.0,1,1
Weekend,6,2011-01-22,2,2.0,2,2
Weekend,6,2011-01-23,1,1.0,1,1
Weekend,6,2011-01-29,2,2.0,2,2
Weekend,6,2011-02-05,4,4.0,4,4
Weekend,6,2011-02-06,1,1.0,1,1
Weekend,6,2011-02-12,2,2.0,2,2
Weekend,6,2011-02-13,5,5.0,5,5
Weekend,6,2011-02-19,6,6.0,6,6
Weekend,6,2011-02-20,2,2.0,2,2
Weekend,6,2011-02-26,7,7.0,7,7
Weekend,6,2011-02-27,3,3.0,3,3
Weekend,6,2011-03-05,4,4.0,4,4
Weekend,6,2011-03-06,2,2.0,2,2
Weekend,6,2011-03-12,4,4.0,4,4
Weekend,6,2011-03-13,2,2.0,2,2
Weekend,6,2011-03-19,10,10.0,10,10
Weekend,6,2011-03-20,4,4.0,4,4
Weekend,6,2011-03-26,10,10.0,10,10
Weekend,6,2011-03-27,2,2.0,2,2
Weekend,6,2011-04-02,12,12.0,12,12
Weekend,6,2011-04-03,33,33.0,33,33
Weekend,6,2011-04-09,13,13.0,13,13
Weekend,6,2011-04-10,4,4.0,4,4
Weekend,6,2011-04-16,10,10.0,10,10
Weekend,6,2011-04-17,8,8.0,8,8
Weekend,6,2011-04-23,11,11.0,11,11
Weekend,6,2011-04-24,13,13.0,13,13
Weekend,6,2011-04-30,21,21.0,21,21
Weekend,6,2011-05-01,13,13.0,13,13
Weekend,6,2011-05-07,13,13.0,13,13
Weekend,6,2011-05-08,6,6.0,6,6
Weekend,6,2011-05-14,11,11.0,11,11
Weekend,6,2011-05-15,17,17.0,17,17
Weekend,6,2011-05-21,28,28.0,28,28
Weekend,6,2011-05-22,18,18.0,18,18
Weekend,6,2011-05-28,19,19.0,19,19
Weekend,6,2011-05-29,15,15.0,15,15
Weekend,6,2011-06-04,28,28.0,28,28
Weekend,6,2011-06-05,21,21.0,21,21
Weekend,6,2011-06-11,40,40.0,40,40
Weekend,6,2011-06-12,14,14.0,14,14
Weekend,6,2011-06-18,27,27.0,27,27
Weekend,6,2011-06-19,33,33.0,33,33
Weekend,6,2011-06-25,29,29.0,29,29
Weekend,6,2011-06-26,20,20.0,20,20
Weekend,6,2011-07-02,32,32.0,32,32
Weekend,6,2011-07-03,3,3.0,3,3
Weekend,6,2011-07-09,38,38.0,38,38
Weekend,6,2011-07-10,25,25.0,25,25
Weekend,6,2011-07-16,37,37.0,37,37
Weekend,6,2011-07-17,21,21.0,21,21
Weekend,6,2011-07-23,25,25.0,25,25
Weekend,6,2011-07-24,22,22.0,22,22
Weekend,6,2011-07-30,24,24.0,24,24
Weekend,6,2011-07-31,13,13.0,13,13
Weekend,6,2011-08-06,27,27.0,27,27
Weekend,6,2011-08-07,13,13.0,13,13
Weekend,6,2011-08-13,22,22.0,22,22
Weekend,6,2011-08-14,6,6.0,6,6
Weekend,6,2011-08-20,24,24.0,24,24
Weekend,6,2011-08-21,14,14.0,14,14
Weekend,6,2011-08-27,18,18.0,18,18
Weekend,6,2011-09-03,23,23.0,23,23
Weekend,6,2011-09-04,3,3.0,3,3
Weekend,6,2011-09-10,6,6.0,6,6
Weekend,6,2011-09-11,20,20.0,20,20
Weekend,6,2011-09-17,22,22.0,22,22
Weekend,6,2011-09-18,12,12.0,12,12
Weekend,6,2011-09-24,18,18.0,18,18
Weekend,6,2011-09-25,17,17.0,17,17
Weekend,6,2011-10-01,19,19.0,19,19
Weekend,6,2011-10-02,15,15.0,15,15
Weekend,6,2011-10-08,22,22.0,22,22
Weekend,6,2011-10-09,21,21.0,21,21
Weekend,6,2011-10-15,20,20.0,20,20
Weekend,6,2011-10-16,10,10.0,10,10
Weekend,6,2011-10-22,18,18.0,18,18
Weekend,6,2011-10-23,12,12.0,12,12
Weekend,6,2011-10-29,5,5.0,5,5
Weekend,6,2011-10-30,10,10.0,10,10
Weekend,6,2011-11-05,23,23.0,23,23
Weekend,6,2011-11-06,16,16.0,16,16
Weekend,6,2011-11-12,7,7.0,7,7
Weekend,6,2011-11-13,23,23.0,23,23
Weekend,6,2011-11-19,12,12.0,12,12
Weekend,6,2011-11-20,9,9.0,9,9
Weekend,6,2011-11-26,10,10.0,10,10
Weekend,6,2011-11-27,9,9.0,9,9
Weekend,6,2011-12-03,11,11.0,11,11
Weekend,6,2011-12-04,4,4.0,4,4
Weekend,6,2011-12-10,11,11.0,11,11
Weekend,6,2011-12-11,10,10.0,10,10
Weekend,6,2011-12-17,17,17.0,17,17
Weekend,6,2011-12-18,3,3.0,3,3
Weekend,6,2011-12-24,10,10.0,10,10
Weekend,6,2011-12-25,1,1.0,1,1
Weekend,6,2011-12-31,6,6.0,6,6
Weekend,6,2012-01-01,2,2.0,2,2
Weekend,6,2012-01-07,7,7.0,7,7
Weekend,6,2012-01-08,2,2.0,2,2
Weekend,6,2012-01-14,5,5.0,5,5
Weekend,6,2012-01-15,8,8.0,8,8
Weekend,6,2012-01-21,1,1.0,1,1
Weekend,6,2012-01-22,4,4.0,4,4
Weekend,6,2012-01-28,15,15.0,15,15
Weekend,6,2012-01-29,5,5.0,5,5
Weekend,6,2012-02-04,5,5.0,5,5
Weekend,6,2012-02-05,4,4.0,4,4
Weekend,6,2012-02-11,9,9.0,9,9
Weekend,6,2012-02-12,2,2.0,2,2
Weekend,6,2012-02-18,9,9.0,9,9
Weekend,6,2012-02-19,5,5.0,5,5
Weekend,6,2012-02-25,13,13.0,13,13
Weekend,6,2012-02-26,2,2.0,2,2
Weekend,6,2012-03-03,7,7.0,7,7
Weekend,6,2012-03-04,5,5.0,5,5
Weekend,6,2012-03-10,12,12.0,12,12
Weekend,6,2012-03-11,10,10.0,10,10
Weekend,6,2012-03-17,30,30.0,30,30
Weekend,6,2012-03-18,11,11.0,11,11
Weekend,6,2012-03-24,28,28.0,28,28
Weekend,6,2012-03-25,18,18.0,18,18
Weekend,6,2012-03-31,23,23.0,23,23
Weekend,6,2012-04-01,97,97.0,97,97
Weekend,6,2012-04-07,19,19.0,19,19
Weekend,6,2012-04-08,28,28.0,28,28
Weekend,6,2012-04-14,21,21.0,21,21
Weekend,6,2012-04-15,16,16.0,16,16
Weekend,6,2012-04-21,31,31.0,31,31
Weekend,6,2012-04-22,12,12.0,12,12
Weekend,6,2012-04-28,28,28.0,28,28
Weekend,6,2012-04-29,7,7.0,7,7
Weekend,6,2012-05-05,42,42.0,42,42
Weekend,6,2012-05-06,17,17.0,17,17
Weekend,6,2012-05-12,33,33.0,33,33
Weekend,6,2012-05-13,21,21.0,21,21
Weekend,6,2012-05-19,50,50.0,50,50
Weekend,6,2012-05-20,25,25.0,25,25
Weekend,6,2012-05-26,31,31.0,31,31
Weekend,6,2012-05-27,22,22.0,22,22
Weekend,6,2012-06-02,36,36.0,36,36
Weekend,6,2012-06-03,22,22.0,22,22
Weekend,6,2012-06-09,80,80.0,80,80
Weekend,6,2012-06-10,30,30.0,30,30
Weekend,6,2012-06-16,47,47.0,47,47
Weekend,6,2012-06-17,23,23.0,23,23
Weekend,6,2012-06-23,47,47.0,47,47
Weekend,6,2012-06-24,25,25.0,25,25
Weekend,6,2012-06-30,42,42.0,42,42
Weekend,6,2012-07-01,27,27.0,27,27
Weekend,6,2012-07-07,31,31.0,31,31
Weekend,6,2012-07-08,21,21.0,21,21
Weekend,6,2012-07-14,35,35.0,35,35
Weekend,6,2012-07-15,15,15.0,15,15
Weekend,6,2012-07-21,15,15.0,15,15
Weekend,6,2012-07-22,19,19.0,19,19
Weekend,6,2012-07-28,50,50.0,50,50
Weekend,6,2012-07-29,18,18.0,18,18
Weekend,6,2012-08-04,49,49.0,49,49
Weekend,6,2012-08-05,19,19.0,19,19
Weekend,6,2012-08-11,23,23.0,23,23
Weekend,6,2012-08-12,16,16.0,16,16
Weekend,6,2012-08-18,27,27.0,27,27
Weekend,6,2012-08-19,20,20.0,20,20
Weekend,6,2012-08-25,30,30.0,30,30
Weekend,6,2012-08-26,21,21.0,21,21
Weekend,6,2012-09-01,36,36.0,36,36
Weekend,6,2012-09-02,15,15.0,15,15
Weekend,6,2012-09-08,34,34.0,34,34
Weekend,6,2012-09-09,35,35.0,35,35
Weekend,6,2012-09-15,33,33.0,33,33
Weekend,6,2012-09-16,35,35.0,35,35
Weekend,6,2012-09-22,41,41.0,41,41
Weekend,6,2012-09-23,16,16.0,16,16
Weekend,6,2012-09-29,37,37.0,37,37
Weekend,6,2012-09-30,22,22.0,22,22
Weekend,6,2012-10-06,30,30.0,30,30
Weekend,6,2012-10-07,23,23.0,23,23
Weekend,6,2012-10-13,28,28.0,28,28
Weekend,6,2012-10-14,24,24.0,24,24
Weekend,6,2012-10-20,31,31.0,31,31
Weekend,6,2012-10-21,26,26.0,26,26
Weekend,6,2012-10-27,31,31.0,31,31
Weekend,6,2012-10-28,39,39.0,39,39
Weekend,6,2012-11-03,21,21.0,21,21
Weekend,6,2012-11-04,16,16.0,16,16
Weekend,6,2012-11-10,16,16.0,16,16
Weekend,6,2012-11-11,19,19.0,19,19
Weekend,6,2012-11-17,21,21.0,21,21
Weekend,6,2012-11-18,15,15.0,15,15
Weekend,6,2012-11-24,10,10.0,10,10
Weekend,6,2012-11-25,11,11.0,11,11
Weekend,6,2012-12-01,27,27.0,27,27
Weekend,6,2012-12-02,16,16.0,16,16
Weekend,6,2012-12-08,20,20.0,20,20
Weekend,6,2012-12-09,6,6.0,6,6
Weekend,6,2012-12-15,11,11.0,11,11
Weekend,6,2012-12-16,6,6.0,6,6
Weekend,6,2012-12-22,13,13.0,13,13
Weekend,6,2012-12-23,9,9.0,9,9
Weekend,6,2012-12-29,7,7.0,7,7
Weekend,6,2012-12-30,8,8.0,8,8
Weekend,7,2011-01-01,3,3.0,3,3
Weekend,7,2011-01-02,1,1.0,1,1
Weekend,7,2011-01-08,9,9.0,9,9
Weekend,7,2011-01-09,6,6.0,6,6
Weekend,7,2011-01-15,10,10.0,10,10
Weekend,7,2011-01-16,3,3.0,3,3
Weekend,7,2011-01-22,8,8.0,8,8
Weekend,7,2011-01-23,2,2.0,2,2
Weekend,7,2011-01-29,5,5.0,5,5
Weekend,7,2011-01-30,3,3.0,3,3
Weekend,7,2011-02-05,4,4.0,4,4
Weekend,7,2011-02-06,8,8.0,8,8
Weekend,7,2011-02-12,11,11.0,11,11
Weekend,7,2011-02-13,3,3.0,3,3
Weekend,7,2011-02-19,22,22.0,22,22
Weekend,7,2011-02-20,2,2.0,2,2
Weekend,7,2011-02-26,22,22.0,22,22
Weekend,7,2011-02-27,14,14.0,14,14
Weekend,7,2011-03-05,15,15.0,15,15
Weekend,7,2011-03-06,5,5.0,5,5
Weekend,7,2011-03-12,23,23.0,23,23
Weekend,7,2011-03-13,10,10.0,10,10
Weekend,7,2011-03-19,13,13.0,13,13
Weekend,7,2011-03-20,14,14.0,14,14
Weekend,7,2011-03-26,41,41.0,41,41
Weekend,7,2011-03-27,7,7.0,7,7
Weekend,7,2011-04-02,18,18.0,18,18
Weekend,7,2011-04-03,33,33.0,33,33
Weekend,7,2011-04-09,21,21.0,21,21
Weekend,7,2011-04-10,10,10.0,10,10
Weekend,7,2011-04-16,21,21.0,21,21
Weekend,7,2011-04-17,16,16.0,16,16
Weekend,7,2011-04-23,19,19.0,19,19
Weekend,7,2011-04-24,27,27.0,27,27
Weekend,7,2011-04-30,48,48.0,48,48
Weekend,7,2011-05-01,33,33.0,33,33
Weekend,7,2011-05-07,40,40.0,40,40
